customer_satisfaction,competitor_pricing,sales_channel,consumer_confidence,brand_image,promotion_effectiveness,economic_conditions,population_variables,Season,advertising_spend,Sales
3.892943406742571,44667.79382502228,Call center,0.94368324134625,-0.083263502364943,0.4384949885141964,0.1879833515210342,2,Summer,3511.5108718784195,3760.1267551925575
3.930117607509353,62444.44680445673,Web,-0.3123700004245353,-1.4400560977655665,0.048443981196270906,-0.7613237732489566,0,Summer,4081.097299777275,2994.351159929812
2.88293590611484,51962.10017048591,Call center,0.14524225555810133,1.0787092782698473,-0.7409025507230419,-0.1291845982091726,2,Rainy,3860.9425073795346,3580.252576001053
7.019430199628138,76393.68708744687,Call center,-1.1464687630937023,0.17034235698818637,0.5367657432863729,-1.5233615679092658,0,Rainy,4348.214460214611,4642.418827619389
3.7288517358358733,,Call center,-2.0442980000155586,,1.6134198515384788,1.144015573270127,0,Rainy,5097.254084183191,4598.541682060152
4.880169276972944,53574.34806865777,Agent,2.8900593691705287,-1.8008185455016994,-1.332280796482906,-0.7679592685895728,0,Summer,5355.398526601364,6063.824720286107
7.181178531112627,50612.32949909143,Call center,-1.3281046412750697,-1.1321923619328664,0.3002904039887361,0.0687090499821018,1,Rainy,9055.212091754474,5694.207651318363
5.729903598627885,73998.2840684704,Call center,-0.22195298695518806,-1.170200947336715,-0.13551880104819686,-0.4018600437878146,2,Summer,5521.522873138342,5095.384193763744
4.454226931017335,52873.2518009347,Call center,1.8654491127212884,-0.14637965528829036,-1.1554318737254907,0.6626700049667164,0,Summer,5712.146507008532,4886.4530114449135
6.098518325038045,39468.27075493084,Call center,1.1845358903415943,0.04662453489048994,-0.09566549701879086,0.3008667847799823,1,Summer,5437.679374125189,4110.69386531822
1.8499477312993609,57911.28773918672,Call center,-1.6147291698558301,1.0526852790721188,0.2619703955798547,0.20346153342935702,2,Rainy,4519.305226278617,4845.084435503784
3.730604125612582,41779.852708786726,Call center,2.2391797515904672,1.8805418607649222,0.4678826752418467,0.06437695078987904,1,Rainy,7983.770142544128,5321.863170867604
